"sentence","src_label","tgt_label","link_type"
" “Khadija’s illegal detention, like that of nearly 100 other Azerbaijani prisoners of conscience, is proof of the lengths to which the Aliyev family and their friends will go to protect the billions they have looted from Azerbaijan,” said Drew Sullivan, editor of the Organized Crime and Corruption Reporting Project (OCCRP).","Drew Sullivan","Organized Crime and Corruption Reporting Project","MANAGER"
" The playbook was remarkably similar to one exposed in Uzbekistan in 2012, in which TeliaSonera is accused of paying massive bribes in 2007 to a company covertly linked to Gulnara Karimova, the daughter of the Uzbek president.","TeliaSonera","Gulnara Karimova","BUSINESS"
"The U.S. Embassy in Baku called the latest allegations against Ismayilova “absurd,” saying that congressional staff members routinely go to Azerbaijan to meet with representatives and inform themselves of what is going on in the region.","Baku","Azerbaijan","WITHIN"
"Azerbaijan: Prize-winning OCCRP Reporter Questioned by Government Authorities from the Department for Grave Crimes in Baku have summoned Khadija Ismayilova, OCCRP partner and Radio Free Europe/Radio Liberty correspondent, for questioning relating to what the department alleges are leaks of state secrets.","Khadija Ismayilova","OCCRP","EMPLOYEE"
"Azerbaijan: Prize-winning OCCRP Reporter Questioned by Government Authorities from the Department for Grave Crimes in Baku have summoned Khadija Ismayilova, OCCRP partner and Radio Free Europe/Radio Liberty correspondent, for questioning relating to what the department alleges are leaks of state secrets.","Khadija Ismayilova","Radio Free Europe/Radio Liberty","EMPLOYEE"
"Azerbaijan: Prize-winning OCCRP Reporter Questioned by Government Authorities from the Department for Grave Crimes in Baku have summoned Khadija Ismayilova, OCCRP partner and Radio Free Europe/Radio Liberty correspondent, for questioning relating to what the department alleges are leaks of state secrets.","Radio Free Europe/Radio Liberty","OCCRP","BUSINESS"
" Ismayilova, who won the 2013 Global Shining Light Award for reporting on government corruption and the unethical business dealings of Azerbaijani President Ilham Aliyev’s family, said the accusations were a “provocation” from the government in an attempt to intimidate her.","Ilham Aliyev","Ismayilova","ANTAGONIST"
"I thought trumped up charges and kangaroo courts went out of style with Stalin,” said Drew Sullivan, editor of OCCRP. “","Drew Sullivan","OCCRP","MANAGER"
" “Offshore financial services have a very large role in the economy, which gives them a lot of influence,” said ASD’s Joshua Kirschenbaum, who formerly oversaw international money laundering probes as an official with the U.S. Treasury Department’s Financial Crimes Enforcement Network. “","U.S. Treasury Department","Financial Crimes Enforcement Network","OTHER"
"South Africa: Zuma Resigns, Ramaphosa Sworn In South African President Jacob Zuma finally resigned Wednesday evening, after hemming and hawing his way through Tuesday’s announcement that his party, the African National Congress (ANC), no longer stood behind him.","Jacob Zuma","ANC","EMPLOYEE"
"South Africa: Zuma Resigns, Ramaphosa Sworn In South African President Jacob Zuma finally resigned Wednesday evening, after hemming and hawing his way through Tuesday’s announcement that his party, the African National Congress (ANC), no longer stood behind him.","Jacob Zuma","African National Congress","EMPLOYEE"
"South Africa: Zuma Resigns, Ramaphosa Sworn In South African President Jacob Zuma finally resigned Wednesday evening, after hemming and hawing his way through Tuesday’s announcement that his party, the African National Congress (ANC), no longer stood behind him.","Jacob Zuma","ANC","MANAGER"
"South Africa: Zuma Resigns, Ramaphosa Sworn In South African President Jacob Zuma finally resigned Wednesday evening, after hemming and hawing his way through Tuesday’s announcement that his party, the African National Congress (ANC), no longer stood behind him.","Jacob Zuma","African National Congress","MANAGER"
" As reported in OCCRP and Novaya Gazeta’s previous investigation, Belaventsev used his time at the ministry to build a lucrative business empire, with millions of dollars in turnover, in the area of firefighting and natural disaster preparedness.","OCCRP","Novaya Gazeta","ASSOCIATE"
" The Panama Papers — documents obtained by Süddeutsche Zeitung and shared with the International Consortium of Investigative Journalists (ICIJ) — revealed that Chrysostomides also provided corporate services to Ruslan Baisarov, now the chairman of the board of OOO Stroygazconsulting, an energy infrastructure construction firm.","International Consortium of Investigative Journalists","Süddeutsche Zeitung","BUSINESS"
" The Panama Papers — documents obtained by Süddeutsche Zeitung and shared with the International Consortium of Investigative Journalists (ICIJ) — revealed that Chrysostomides also provided corporate services to Ruslan Baisarov, now the chairman of the board of OOO Stroygazconsulting, an energy infrastructure construction firm.","ICIJ","Süddeutsche Zeitung","BUSINESS"
"Russia’s largest petrochemical company, Sibur, has long been associated with President Vladimir Putin.","Vladimir Putin","Russia","MANAGER"
"Sinisa Mali, as the mayor of Belgrade, and a man close to Prime Minister Aleksandar Vucic, prides himself on being a modern, progressive leader.","Sinisa Mali","Aleksandar Vucic","ASSOCIATE"
" But in Vladimir Putin’s Russia, Ernst has put his skills to much different use, becoming an influential purveyor of state propaganda as head of Channel One, one of the country’s main pro-government outlets.","Vladimir Putin","Russia","MANAGER"
" But Ernst’s involvement with such offshore companies, and their relation to the Moscow movie theater project, has now been uncovered in the Pandora Papers, a set of millions of corporate documents leaked to the International Consortium of Investigative Journalists (ICIJ) and shared with partners around the world, including OCCRP and IStories.","International Consortium of Investigative Journalists","OCCRP","BUSINESS"
" But Ernst’s involvement with such offshore companies, and their relation to the Moscow movie theater project, has now been uncovered in the Pandora Papers, a set of millions of corporate documents leaked to the International Consortium of Investigative Journalists (ICIJ) and shared with partners around the world, including OCCRP and IStories.","ICIJ","OCCRP","BUSINESS"
" Yevgeny Prigozhin, a restaurant and catering mogul known as “Putin’s Chef” and the leader of the notorious mercenary Wagner Group, has recruited at least four U.K. and U.S. legal firms to assist him in developing a plan to counter EU and U.S. sanctions against him.","Yevgeny Prigozhin","Wagner Group","MANAGER"
" According to The Intercept, the leaked emails portray Prigozhin as a guy obsessed with questioning the narrative that has evolved around him — even if he has come to embrace that narrative in the aftermath of Russia’s invasion of Ukraine in February.","Prigozhin","Ukraine","ANTAGONIST"
" Yevgeny Prigozhin, a restaurant and catering mogul known as “Putin’s Chef” and the leader of the notorious mercenary Wagner Group, has recruited at least four U.K. and U.S. legal firms to assist him in developing a plan to counter EU and U.S. sanctions against him.","Yevgeny Prigozhin","Wagner Group","MANAGER"
"For months, the OCCRP editors had kept some devastating information from Ismayilova, and now it was time to tell her why they were really there.","Ismayilova","OCCRP","EMPLOYEE"
" According to The Intercept, the leaked emails portray Prigozhin as a guy obsessed with questioning the narrative that has evolved around him — even if he has come to embrace that narrative in the aftermath of Russia’s invasion of Ukraine in February.","Prigozhin","Ukraine","ANTAGONIST"
" The UK’s High Court first issued a UWO in February 2018, targeting two London properties belonging to the jailed Azerbaijani banker Jahangir Hajiyev and his wife Zamira Hajiyeva.","London","UK","WITHIN"
"The Panama Papers project was also led by ICIJ, with data obtained by the German newspaper Süddeutsche Zeitung.","ICIJ","Süddeutsche Zeitung","BUSINESS"
"The Suisse Secrets data was obtained by Süddeutsche Zeitung, which organized the project along with OCCRP.","Süddeutsche Zeitung","OCCRP","BUSINESS"
" Credit: Reuters/Aziz Karimov Azerbaijani law enforcement officers stand guard during a rally held by opposition activists and supporters calling for freedom of assembly in Baku, Azerbaijan, in October 2019.","Baku","Azerbaijan","WITHIN"
"Azeri Woman is First Target of UK’s New Anti-Corruption Law The UK’s first target under the new anti-corruption law is Zamira Hajiyeva, 55, who owns a US$15 million home in London and spent $20 million on shopping at Harrods, British media reported Wednesday.","London","UK","WITHIN"
"They include Khadija Ismayilova, an OCCRP investigative journalist whose uncompromising reporting has made her a target of the kleptocratic regime of the country’s president, Ilham Aliyev.","Ilham Aliyev","Khadija Ismayilova","ANTAGONIST"
" He emphasized that the Unexplained Wealth Orders could significantly reduce the appeal of the UK as a destination for illicit income and enable the country to more effectively target money laundering through prime real estate in London and across the UK.","London","UK","WITHIN"
"EU to Sanction Russian Officials over Navalny Arrest The European Union will for the first time use a new mechanism against human rights abusers to punish Russian officials believed to be responsible for the recent jailing of Kremlin's top critic Alexei Navalny.","Kremlin","Alexei Navalny","ANTAGONIST"
" The ENABLERS Act has also gained additional traction due to its potential to help U.S. authorities identify and freeze assets held by Russian oligarchs who have profited off of Russian President Vladimir Putin’s regime and have supported his invasion of Ukraine.","Vladimir Putin","Ukraine","ANTAGONIST"
" Credit: ASSOCIATED PRESS (Sergei Chirikov) Zimbabwean President Emmerson Mnangagwa, left, poses with Russian President Vladimir Putin at the 2019 Russia-Africa summit in Sochi, Russia.","Vladimir Putin","Russia","MANAGER"
"Moldova: 4 Mercenaries Arrested Near Capital Four armed mercenaries from Moldova were arrested Sunday in a police operation near Chisinau, the nation’s capital.","Chisinau","Moldova","WITHIN"
" In a recording released by OCCRP partner Rise Moldova, Usatii, who was born in Moldova, explains to a reporter why he came back: “The boys at FSB and the guys in the Kremlin, I mean they needed somebody who … knows the Republic of Moldova, who has a Moldovan mentality and knows people.”","Rise Moldova","OCCRP","ASSOCIATE"
"For more on how the scheme worked, see: The Russian Laundromat Exposed) Reporters from RISE Moldova, an OCCRP partner, traced the transactions that delivered money to the Muruianu family.","RISE Moldova","OCCRP","ASSOCIATE"
" The bank, RCB, had spent years refining an image of itself as a thoroughly European bank, even adopting a logo that mimicked the flag of the European Union and changing its original name, Russian Commercial Bank (Cyprus) Limited, to RCB Bank Ltd. But until the day Russia invaded Ukraine in February, RCB was nearly half-owned by Russia’s VTB Bank, which is closely linked to Vladimir Putin’s government.","Vladimir Putin","Ukraine","ANTAGONIST"
" The bank, RCB, had spent years refining an image of itself as a thoroughly European bank, even adopting a logo that mimicked the flag of the European Union and changing its original name, Russian Commercial Bank (Cyprus) Limited, to RCB Bank Ltd. But until the day Russia invaded Ukraine in February, RCB was nearly half-owned by Russia’s VTB Bank, which is closely linked to Vladimir Putin’s government.","Vladimir Putin","Russia","MANAGER"
"Equatorial Guinea to Close Embassy after UK Sanctioned President’s Son In protest of the United Kingdom’s decision to put the son of President Teodoro Obiang Mangue on the latest list of individuals sanctioned for corruption, Equatorial Guinea said on Monday it will close its embassy in London.","London","UK","WITHIN"
"Equatorial Guinea to Close Embassy after UK Sanctioned President’s Son In protest of the United Kingdom’s decision to put the son of President Teodoro Obiang Mangue on the latest list of individuals sanctioned for corruption, Equatorial Guinea said on Monday it will close its embassy in London.","London","United Kingdom","WITHIN"
"Russia Arrests Kremlin Critic Navalny Authorities in Russia will detain top Kremlin critic Alexei Navalny for 30 days after arresting him on Sunday at an airport in Moscow upon his return from Germany, where he was recovering from a poisoning attack allegedly conducted by Russian intelligence back in August.","Kremlin","Alexei Navalny","ANTAGONIST"
"The shadowy interests of Yevgeny Prigozhin — a Russian businessman and close associate of President Vladimir Putin — have just become a little clearer.","Yevgeny Prigozhin","Vladimir Putin","ASSOCIATE"
" Over the past year, reporters from OCCRP’s Russian partner, Novaya Gazeta, tracked the registration details and movements of business jets linked to Prigozhin.","OCCRP","Novaya Gazeta","ASSOCIATE"
"According to the CNN investigation, Lobaye is linked to Prigozhin’s Concord group of companies — and soldiers from the Wagner Group, the Russian private military organization linked to Prigozhin, reportedly protect the mines.","Prigozhin","Wagner Group","MANAGER"
" Last year, three Russian journalists — Orkhan Dzhemal, Alexandr Rastorguyev and Kirill Radchenko — were in the Central Africa Republic to make a documentary film about the Wagner Group and other companies linked to Prigozhin.","Wagner Group","Kirill Radchenko","ANTAGONIST"
"Emin Milli, managing director of independent Azerbaijani news site and OCCRP partner center, Meydan TV, expressed his disappointment at the failure of UNESCO’s Director-General Irina Bokova, to use the opportunity to press the government of Azerbaijan for Ismayilova’s release.","Ismayilova","OCCRP","EMPLOYEE"
"Emin Milli, managing director of independent Azerbaijani news site and OCCRP partner center, Meydan TV, expressed his disappointment at the failure of UNESCO’s Director-General Irina Bokova, to use the opportunity to press the government of Azerbaijan for Ismayilova’s release.","Irina Bokova","UNESCO","MANAGER"
" Today, in Moldova, journalists protested Ismayilova’s imprisonment in front of the Embassy of Azerbaijan in Chisinau.","Chisinau","Moldova","WITHIN"
" Likewise, the yacht Chayka, reportedly used and controlled by Russian President Vladimir Putin, is listed in the same document, registered under the ownership of the “Production Supply Enterprise of the Administrative Department of President of the Russian Federation.”","Vladimir Putin","Russian Federation","MANAGER"
"Uzbekistan: First Family Tied to Telecom Deal When majority state-owned Swedish communications giant TeliaSonera expanded its business to Uzbekistan in 2007, it bought the $320 million in licenses it would need to operate there from a Gibraltar-based company named Takilant, Ltd. Swedish TV, with help from the Organized Crime and Corruption Reporting Project (OCCRP), has since learned that Takilant, Ltd is in fact a sole proprietorship whose owner is publicly connected to Gulnara Karimova, daughter to long-time Uzbeki dictator.","TeliaSonera","Gulnara Karimova","BUSINESS"
"Investigations · How South Africa’s Black Economic Empowerment Initiative Empowered the Powerful How South Africa’s Black Economic Empowerment Initiative Empowered the Powerful A view of Johannesburg’s affluent Sandton suburb from Alexandra Township, one of the city’s poorest areas.","Johannesburg","South Africa","WITHIN"
" Browder’s newest complaint came a week after Russian President Vladimir Putin asked American President Donald Trump to surrender Browder to Russian interrogators.","Vladimir Putin","Donald Trump","OTHER"
"A separate government inquest, the Judicial Commission of Inquiry into Allegations of State Capture, is currently probing links between the Guptas and the administration of the last president, Jacob Zuma.)","Jacob Zuma","Guptas","ASSOCIATE"
"Investigations · Love, Offshores, and Administrative Resources: How Marrying Putin’s Daughter Gave Kirill Shamalov a World of Opportunity Love, Offshores, and Administrative Resources: How Marrying Putin’s Daughter Gave Kirill Shamalov a World of Opportunity Credit: Svetlana Tiourina Thousands of emails sent and received by Kirill Shamalov — Vladimir Putin’s former son-in-law — showcase the fantastic wealth and personal power that come with access to Russia’s first family.","Vladimir Putin","Russia","MANAGER"
"Vladimir Putin’s spokesman, Dmitry Peskov, replied in one sentence: “We’ve already left such questions without answers many times.”","Vladimir Putin","Dmitry Peskov","ASSOCIATE"
" In Russia, few secrets are guarded as jealously as basic information about President Vladimir Putin’s family.","Vladimir Putin","Russia","MANAGER"
" The records detailing these transaction were obtained by OCCRP from public records and the Panama Papers, a set of documents that were leaked from an offshore services provider called Mossack Fonseca to the German newspaper Süddeutsche Zeitung and shared by the International Consortium of Investigative Journalists (ICIJ) with more than 100 media partners across the globe including Novaya Gazeta and OCCRP.","Süddeutsche Zeitung","OCCRP","BUSINESS"
" TeliaSonera is under investigation for bribing Gulnara Karimova, daughter of Uzbek dictator Islam Karimov.","TeliaSonera","Gulnara Karimova","BUSINESS"
"TeliaSonera paid $320 million to Gibraltar based Takilant, a shell company run by an assistant to Gulnara Karimova.","TeliaSonera","Gulnara Karimova","BUSINESS"
" The records detailing these transaction were obtained by OCCRP from public records and the Panama Papers, a set of documents that were leaked from an offshore services provider called Mossack Fonseca to the German newspaper Süddeutsche Zeitung and shared by the International Consortium of Investigative Journalists (ICIJ) with more than 100 media partners across the globe including Novaya Gazeta and OCCRP.","International Consortium of Investigative Journalists","Süddeutsche Zeitung","BUSINESS"
" The records detailing these transaction were obtained by OCCRP from public records and the Panama Papers, a set of documents that were leaked from an offshore services provider called Mossack Fonseca to the German newspaper Süddeutsche Zeitung and shared by the International Consortium of Investigative Journalists (ICIJ) with more than 100 media partners across the globe including Novaya Gazeta and OCCRP.","International Consortium of Investigative Journalists","OCCRP","BUSINESS"
" The records detailing these transaction were obtained by OCCRP from public records and the Panama Papers, a set of documents that were leaked from an offshore services provider called Mossack Fonseca to the German newspaper Süddeutsche Zeitung and shared by the International Consortium of Investigative Journalists (ICIJ) with more than 100 media partners across the globe including Novaya Gazeta and OCCRP.","ICIJ","Süddeutsche Zeitung","BUSINESS"
" The records detailing these transaction were obtained by OCCRP from public records and the Panama Papers, a set of documents that were leaked from an offshore services provider called Mossack Fonseca to the German newspaper Süddeutsche Zeitung and shared by the International Consortium of Investigative Journalists (ICIJ) with more than 100 media partners across the globe including Novaya Gazeta and OCCRP.","ICIJ","OCCRP","BUSINESS"
"First Ever UK Unexplained Wealth Order Issued A politician from central Asia with a multi-million pound property portfolio has been the first person in the UK to be subject to an “unexplained wealth order” as authorities attempt to stop the flow of dirty money through London.","London","UK","WITHIN"
" Seven months after Ukrainian President Viktor Yanukovych fled to Russia, after months of public protests commonly known as EuroMaidan, the plant was no longer working.","Viktor Yanukovych","EuroMaidan","ANTAGONIST"
"Skorobahach is a former member of the ruling Party of Regions, then the ruling party of Ukrainian President Viktor Yanukovych, who as of December 2013 owned almost third of the company’s shares and was its top manager.","Viktor Yanukovych","Party of Regions","MANAGER"
"Much like cash flows through London real estate from controversial figures from within the Russian business community, his golf courses have in recent years served as something of a flashpoint for debate about the United Kingdom’s role as an international hub for dirty money.","London","United Kingdom","WITHIN"
"Russian President Vladimir Putin insists that while the Panama Papers stories published by Organized Crime and Corruption Reporting Project (OCCRP) and its partner Novaya Gazeta are correct, they show no corruption or illegal activity on his part.","Organized Crime and Corruption Reporting Project","Novaya Gazeta","ASSOCIATE"
" But additional analysis of the records by OCCRP and Novaya Gazeta show that offshore companies connected to Sergey Roldugin, one of Putin’s oldest friends, profited obscenely in building the jewel of the financial empire of Putin’s inner circle: Bank Rossiya.","OCCRP","Novaya Gazeta","ASSOCIATE"
" The records detailing these transaction were obtained by OCCRP from public records and the Panama Papers, a set of documents that were leaked from an offshore services provider called Mossack Fonseca to the German newspaper Süddeutsche Zeitung and shared by the International Consortium of Investigative Journalists (ICIJ) with more than 100 media partners across the globe including Novaya Gazeta and OCCRP.","OCCRP","Novaya Gazeta","ASSOCIATE"
" Last year Transparency International UK identified London properties worth a total of £4.2 billion ($ 5.8 billion) that were bought by individuals with suspicious wealth.","London","UK","WITHIN"
"They enable the UK to more effectively target the problem of money laundering through prime real estate in London and elsewhere.”","London","UK","WITHIN"
" A court in Paris decided Wednesday, however, to deliver Brauer to Germany rather than the U.S. According to German media, Brauer was cooperating with prosecutors in Munich at the time he was charged in the U.S. He had already provided German investigators with extensive evidence and testimony on his former clients, including former Siemens manager Hans-Joachim Kohlsdorf who is under investigation.","Munich","Germany","WITHIN"
" Ismayilova, working for Radio Free Europe/Radio Liberty (RFE/RL), received the award with fellow RFE/RL correspondent Nushabe Fatullayeva and journalists Pavla Holcova and Jaromir Hason.","Ismayilova","Radio Free Europe/Radio Liberty","EMPLOYEE"
" The former Radio Free Europe/Radio Liberty program host and senior investigator with the Organized Crime and Corruption Reporting Project has revealed high level corruption in her country, including opaque activities and contracts linked to the Azerbaijani president’s family members.","Radio Free Europe/Radio Liberty","Organized Crime and Corruption Reporting Project","BUSINESS"
" Now, for the first time, OCCRP has traced the mechanism that appears to have allowed Kolomoisky and Boholiubov to funnel such vast wealth out of Ukraine: The money was moved through a PrivatBank subsidiary in Cyprus.","Kolomoisky","PrivatBank","OWNER"
"The report, which is based on PrivatBank’s own records and was obtained exclusively by OCCRP, also reveals that there was little distinction between Kolomoisky and Boholiubov’s corporate and personal accounts.","Kolomoisky","PrivatBank","OWNER"
" In a letter circulated to the media by Kolomoisky’s Swiss office, the oligarch refuted allegations by the National Bank of Ukraine that Privatbank had engaged in fraudulent lending practices.","Kolomoisky","PrivatBank","OWNER"
"Currently, Kolomoisky and Boholiubov retain at least a blocking stake in PrivatBank Latvia.","Kolomoisky","PrivatBank","OWNER"
"Banks Help Balkan Businessman Launder Money Zoran Copic, a Serbian businessman who authorities say laundered money for drug lord Darko Saric, used strong connections with a number of major banks to clean the money, according to testimony from his money laundering trial in Banja Luka in Bosnia and Herzegovina.","Darko Saric","Zoran Copic","ASSOCIATE"
" These include family members of Azerbaijan’s Ilham Aliyev, Jordan’s King Abdullah II, former U.K. Prime Minister Tony Blair, Czech Republic Prime Minister Andrej Babiš, Kenyan President Uhuru Kenyatta, and associates of both Pakistani Prime Minister Imran Khan and Russian President Vladimir Putin.","Vladimir Putin","Ilham Aliyev","ASSOCIATE"
" ""The recognition of our work is further proof that the future of thorough, efficient, investigative journalism is in cross-border collaboration, in using cutting-edge technology and, first of all, in dedicated reporters and civic hackers working together,"" said Paul Radu, executive editor at OCCRP.","Paul Radu","OCCRP","MANAGER"
" “London, U.K. is historic Azerbaiyán... jajajaja,” a Facebook user joked.","London","U.K","WITHIN"
" An independent analysis funded by the Council of Europe and published Feb. 18 shows that Kolomoisky’s 1+1 channel overwhelmingly favors Zelenskiy in its news coverage.","Zelenskiy","Kolomoisky","ASSOCIATE"
"The two-year investigation, conducted by Miranda Patrucic, Valerie Hopkins, and Drew Sullivan of the OCCRP, also received recognition from the Global Investigative Journalism Network.","Drew Sullivan","OCCRP","MANAGER"
" Takilant turned out to be an offshore shell corporation run by a close friend of the Uzbek dictator’s daughter, Gulnara Karimova, and prosecutors now claim Takilant was laundering TeliaSonera’s payment as a pay-to-play bribe to the Uzbek regime.","TeliaSonera","Gulnara Karimova","BUSINESS"
" The U.S. Embassy in Baku called the allegations against Ismayilova “absurd,” saying that congressional staff members routinely go to Azerbaijan to meet with representatives and inform themselves of what is going on in the region.","Baku","Azerbaijan","WITHIN"
"Azerbaijan: Prize-winning OCCRP Reporter Questioned by Regime Authorities from the Department for Grave Crimes in Baku summoned Khadija Ismayilova, OCCRP regional coordinator and Radio Free Europe/Radio Liberty correspondent, for questioning Tuesday relating to an alleged leak of state secrets.","Khadija Ismayilova","OCCRP","EMPLOYEE"
"Azerbaijan: Prize-winning OCCRP Reporter Questioned by Regime Authorities from the Department for Grave Crimes in Baku summoned Khadija Ismayilova, OCCRP regional coordinator and Radio Free Europe/Radio Liberty correspondent, for questioning Tuesday relating to an alleged leak of state secrets.","Khadija Ismayilova","Radio Free Europe/Radio Liberty","EMPLOYEE"
" But what if you live outside the U.K., and just want the benefits and prestige of being registered in London?","London","U.K","WITHIN"
"Azerbaijan: Prize-winning OCCRP Reporter Questioned by Regime Authorities from the Department for Grave Crimes in Baku summoned Khadija Ismayilova, OCCRP regional coordinator and Radio Free Europe/Radio Liberty correspondent, for questioning Tuesday relating to an alleged leak of state secrets.","Radio Free Europe/Radio Liberty","OCCRP","BUSINESS"
" Ismayilova, who won the 2013 Global Shining Light Award for reporting on government corruption and the unethical business dealings of Azerbaijani President Ilham Aliyev’s family, said the accusations were a “provocation” from the government in an attempt to intimidate her.","Ilham Aliyev","Ismayilova","ANTAGONIST"
"I thought trumped up charges and kangaroo courts went out of style with Stalin,” said Drew Sullivan, editor of OCCRP. “","Drew Sullivan","OCCRP","MANAGER"
"Sinisa Mali, the powerful mayor of the Serbian capital of Belgrade and a close associate of Serbian Prime Minister Aleksandar Vucic, is the director of two offshore companies that own 19 resort apartments worth about US$ 6.1 million on the Bulgarian Black Sea coast, reporters for the Organized Crime and Corruption Reporting Project (OCCRP) and KRIK have learned.","Sinisa Mali","Aleksandar Vucic","ASSOCIATE"
" British Prime Minister David Cameron agreed to host the anti-corruption summit in London nearly a year ago but the politically sensitive event may highlight the failure of the United Kingdom to persuade its offshore territories to stop harboring illicit cash, the Guardian said.","London","United Kingdom","WITHIN"
" Though the specific provisions will be decided on by the Treasury’s Financial Crimes Enforcement Network (FinCEN), according to The New York Times, the bill will broaden the 1970 bank secrecy act and require dealers to provide greater transparency in deals over a certain dollar amount.","Treasury","Financial Crimes Enforcement Network","OTHER"
" Meanwhile Bedzhamov, after applying for asylum in the U.K., lives in London under an asset freeze, though he is unlikely to be sleeping rough.","London","U.K","WITHIN"
"What Moodley did have, however, was connections to the Guptas and former President Jacob Zuma.","Jacob Zuma","Guptas","ASSOCIATE"
"Many of the cigarettes that pass through its warehouse in Gao are Dunhills from BAT’s plant in Heidelberg, near Johannesburg, which have accounted for up to 37 percent of South Africa’s total cigarette exports in recent years.","Johannesburg","South Africa","WITHIN"
"Russia’s dirty laundry has been put out to dry by investigative reporters working together across 32 countries in a major project led by the Organized Crime and Corruption Reporting Project (OCCRP) and Moscow-based Novaya Gazeta.","Organized Crime and Corruption Reporting Project","Novaya Gazeta","ASSOCIATE"
" Obtaining new transaction details from an anonymous source, journalists sifted through thousands of transactions from Moldindconbank in Moldova and Trasta Komercbanka in Latvia.","Moldindconbank","Trasta Komercbanka","BUSINESS"
"Instead, it sits as overpriced, high end real estate in London and New York,” said OCCRP founder and chief editor, Drew Sullivan.","Drew Sullivan","OCCRP","MANAGER"
"The advisers discussed topics to steer clear from when making public statements as to not annoy the Kremlin, including anything about Russian opposition leader Alexei Navalny, U.S. whistleblower Edward Snowden, and Belarus.","Kremlin","Alexei Navalny","ANTAGONIST"
"In the lead-up to the proceedings, U.K. daily The Times revealed he had managed some of her financial and property affairs, including the London home where Ghislaine and Prince Andrew took a snapshot alongside Virginia Giuffre, the Epstein victim who later accused the prince of sexually assaulting her.","London","U.K","WITHIN"
"Gauteng, containing the Johannesburg urban area, hosts a fourth of South Africa’s population and is the wealthiest province in the country and the financial hub of the entire continent.","Johannesburg","South Africa","WITHIN"
" Currently, he owns a luxury villa and multi-story house in Sarajevo, apartments at the nearby Bjelašnica olympic mountain and in BiH coastal town of Neum as well as significant land with several buildings on the Nišići plateau, northeast from Sarajevo, according to CIN.","Sarajevo","BiH","WITHIN"
"According to the 2018 action plan against disinformation by the European Commission, Russian disinformation posed the greatest threat to the EU.","European Commission","EU","ASSOCIATE"
" This story was produced as part of the Global Anti-Corruption Consortium, a partnership between OCCRP and Transparency International.","OCCRP","Transparency International","ASSOCIATE"
"The advisers discussed topics to steer clear from when making public statements as to not annoy the Kremlin, including anything about Russian opposition leader Alexei Navalny, U.S. whistleblower Edward Snowden, and Belarus.","Kremlin","Alexei Navalny","ANTAGONIST"
"According to the 2018 action plan against disinformation by the European Commission, Russian disinformation posed the greatest threat to the EU.","European Commission","EU","ASSOCIATE"
" Currently, he owns a luxury villa and multi-story house in Sarajevo, apartments at the nearby Bjelašnica olympic mountain and in BiH coastal town of Neum as well as significant land with several buildings on the Nišići plateau, northeast from Sarajevo, according to CIN.","Sarajevo","BiH","WITHIN"
"Azerbaijan: International Reporters Call For Investigation Into Harassment Reporters Without Borders (RSF) and 10 other NGOs are calling for the end to a smear campaign directed at Radio Free Europe/Radio Liberty (RFE/RL) reporter Khadija Ismayilova.","Khadija Ismayilova","Radio Free Europe/Radio Liberty","EMPLOYEE"
" Ismayilova is a regional coordinator for the Organized Crime and Corruption Reporting Project.","Ismayilova","Organized Crime and Corruption Reporting Project","EMPLOYEE"
"The documents were obtained by the Süddeutsche Zeitung and shared with the International Consortium of Investigative Journalists (ICIJ), which organized a collaborative investigation with dozens of outlets across the world, including the Organized Crime and Corruption Reporting Project (OCCRP).","ICIJ","Süddeutsche Zeitung","BUSINESS"
"The documents were obtained by the Süddeutsche Zeitung and shared with the International Consortium of Investigative Journalists (ICIJ), which organized a collaborative investigation with dozens of outlets across the world, including the Organized Crime and Corruption Reporting Project (OCCRP).","ICIJ","Organized Crime and Corruption Reporting Project","BUSINESS"
" “It would be a real crime if some low-level bureaucrat got our colleague killed,” said Drew Sullivan, editor in chief of OCCRP. “","Drew Sullivan","OCCRP","MANAGER"
" Credit: Jeremy Graham/Alamy Stock Photo O.R. Tambo International Airport in Johannesburg was a key hub for South Africa’s lion bone exports.","Johannesburg","South Africa","WITHIN"
" Afgan Mukhtarli who had fled his native Azerbaijan to Georgia to avoid the government crackdown on critics, disappeared on May 29, 2017 only to reappear in a Baku prison less than 24 hours later.","Baku","Azerbaijan","WITHIN"
" In Baku, Mukhtarli was handed a six-year sentence after being convicted of illegally crossing the border into Azerbaijan, illegally carrying 10,000 euro of undeclared currency, and assaulting a border guard.","Baku","Azerbaijan","WITHIN"
"The documents were obtained by the Süddeutsche Zeitung and shared with the International Consortium of Investigative Journalists (ICIJ), which organized a collaborative investigation with dozens of outlets across the world, including the Organized Crime and Corruption Reporting Project (OCCRP).","Süddeutsche Zeitung","Organized Crime and Corruption Reporting Project","BUSINESS"
"The documents were obtained by the Süddeutsche Zeitung and shared with the International Consortium of Investigative Journalists (ICIJ), which organized a collaborative investigation with dozens of outlets across the world, including the Organized Crime and Corruption Reporting Project (OCCRP).","International Consortium of Investigative Journalists","Organized Crime and Corruption Reporting Project","BUSINESS"
